,node_1,node_2
25443,1335,54188
25449,1335,12682
25448,1335,4133
25447,1335,38967
25446,1335,8378
25445,1335,27547
25444,1335,16787
25442,1335,43092
25435,1335,45718
25441,1335,25238
25440,1335,7858
25439,1335,36122
25438,1335,11953
25437,1335,10387
25436,1335,45169
25528,1335,28669
25530,1335,23080
25389,1335,33850
25398,1335,10541
25404,1335,33866
25403,1335,49304
25402,1335,36286
25401,1335,4878
25400,1335,44262
25399,1335,26674
25397,1335,4014
25406,1335,16548
25396,1335,51872
25395,1335,24553
25394,1335,7175
25393,1335,46562
25392,1335,25838
25391,1335,39410
25405,1335,29414
25407,1335,46153
25531,1335,7104
25417,1335,4298
25423,1335,45496
25422,1335,27694
25421,1335,47061
25420,1335,30269
25419,1335,28805
25418,1335,51582
25416,1335,29723
25409,1335,6961
25415,1335,30111
25414,1335,43977
25413,1335,42108
25412,1335,47832
25411,1335,15123
25410,1335,44820
25450,1335,47322
25451,1335,30213
25452,1335,5256
25475,1335,14475
25481,1335,12716
25480,1335,18194
25479,1335,28653
25478,1335,16851
25477,1335,42671
25476,1335,36373
25474,1335,27986
25483,1335,44466
25473,1335,43787
25472,1335,2531
25471,1335,50959
25470,1335,2530
25469,1335,21007
25468,1335,23574
25482,1335,12509
25484,1335,9345
25453,1335,21701
25493,1335,23824
25499,1335,45364
25498,1335,17264
25497,1335,10067
25496,1335,35066
25495,1335,4008
25494,1335,35827
25492,1335,14263
25485,1335,10417
25491,1335,47784
25490,1335,6399
25489,1335,30984
25488,1335,11687
25487,1335,14172
25486,1335,10988
25467,1335,43779
25466,1335,21795
25465,1335,48986
25518,1335,49204
25512,1335,1751
25513,1335,25103
25514,1335,20674
25515,1335,1681
25516,1335,13284
25517,1335,44724
25519,1335,15054
25463,1335,26528
25520,1335,51388
25521,1335,6884
25457,1335,42843
25456,1335,43258
25455,1335,5116
25454,1335,26114
25511,1335,34610
25510,1335,22228
25509,1335,19659
25508,1335,21926
25507,1335,18979
25506,1335,46114
25505,1335,41843
25504,1335,29948
25503,1335,24879
25502,1335,21081
25501,1335,4034
25500,1335,48107
25458,1335,50718
25459,1335,46205
25460,1335,21845
25461,1335,39813
25462,1335,53270
25390,1335,29823
25408,1335,16222
25532,1335,8606
25551,1335,14660
25559,1335,38318
25558,1335,35452
25557,1335,27049
25556,1335,14245
25555,1335,33810
25554,1335,3234
25553,1335,28933
25552,1335,44595
25550,1335,20706
25561,1335,2209
25549,1335,12012
25548,1335,44946
25547,1335,9412
25546,1335,27457
25545,1335,53496
25544,1335,48560
25543,1335,7116
25542,1335,36246
25560,1335,36162
25562,1335,29563
25540,1335,17511
25573,1335,50367
25581,1335,2032
25580,1335,28537
25579,1335,47466
25578,1335,4651
25577,1335,18125
25576,1335,29382
25575,1335,52236
25574,1335,30400
25572,1335,45107
25563,1335,38648
25571,1335,34838
25570,1335,49262
25569,1335,7352
25533,1335,38833
25567,1335,53066
25566,1335,11403
25565,1335,33377
25564,1335,39495
25541,1335,33793
25568,1335,52321
25535,1335,39900
25381,1335,48250
25388,1335,25228
25534,1335,21575
25387,1335,35811
25386,1335,42156
25385,1335,18557
25384,1335,2927
25383,1335,51341
25382,1335,30876
25380,1335,46226
25537,1335,17301
25538,1335,2392
25539,1335,43821
25536,1335,13822
11409,568,22490
11410,568,7417
11411,568,27934
11412,568,22493
11413,568,10631
11414,568,26912
11374,568,52734
11416,568,33695
11408,568,10160
11407,568,11953
11406,568,2276
11405,568,7635
11446,568,54428
11445,568,2531
11404,568,34754
11403,568,29667
11402,568,39135
11401,568,18742
11400,568,38286
11399,568,43280
11398,568,50228
11397,568,43276
11415,568,40659
11418,568,34338
11417,568,25665
11395,568,24571
11455,568,42784
11456,568,52836
11457,568,36886
11458,568,23217
11459,568,30548
11460,568,6633
11461,568,54448
11462,568,42478
11463,568,27188
11464,568,4554
11465,568,20135
11466,568,51144
11467,568,5075
11468,568,48573
11469,568,2757
11428,568,16847
11427,568,1418
11454,568,33835
11425,568,34348
11419,568,40448
11420,568,12261
11421,568,36669
11422,568,7863
11423,568,35418
11424,568,15647
11426,568,31754
11453,568,47795
11447,568,48960
11448,568,21882
11449,568,24628
11450,568,12500
11451,568,45996
11452,568,18802
11396,568,30404
11439,568,17429
11394,568,39547
11444,568,50290
11562,568,47446
11561,568,39275
11471,568,11499
11560,568,54227
11559,568,28754
11558,568,32578
11557,568,18909
11556,568,23910
11555,568,20339
11554,568,18492
11553,568,35339
11552,568,40359
11551,568,44570
11550,568,54557
11431,568,10162
11363,568,42803
11364,568,53847
11365,568,5465
11366,568,51550
11367,568,43910
11368,568,14597
11369,568,18557
11370,568,25228
11371,568,47282
11372,568,42588
11373,568,28333
11376,568,19002
11377,568,11532
11378,568,41011
11379,568,8304
11432,568,25838
11393,568,26890
11443,568,45547
11442,568,42250
11441,568,46716
11440,568,41347
11375,568,18149
11438,568,19618
11437,568,4469
11436,568,46630
11435,568,48217
11434,568,51632
11433,568,18997
11392,568,10652
11380,568,44535
11563,568,20542
11391,568,33346
11390,568,17967
11389,568,10279
11388,568,29822
11387,568,23080
11386,568,28565
11385,568,28932
11384,568,3187
11383,568,22027
11382,568,13838
11381,568,33642
11470,568,35291
11429,568,45837
11472,568,6200
11510,568,28055
11522,568,29948
11521,568,50116
11520,568,28713
11518,568,1601
11517,568,44832
11516,568,7894
11515,568,3178
11514,568,28914
11513,568,12984
11512,568,47186
11511,568,5014
11509,568,2538
11524,568,33364
11508,568,46643
11507,568,5932
11506,568,50157
11505,568,44284
11504,568,34162
11503,568,4213
11502,568,38952
11501,568,16664
11500,568,16662
11499,568,9799
11498,568,32368
11523,568,11288
11525,568,33587
11496,568,50121
11539,568,16040
11473,568,41823
11549,568,11352
11548,568,50374
11547,568,16495
11546,568,24730
11545,568,38648
11544,568,4841
11543,568,1125
11542,568,27660
11541,568,39066
11540,568,43515
11538,568,6085
11526,568,37536
11537,568,34674
11536,568,2408
11535,568,52527
11534,568,26413
11533,568,40270
11532,568,5663
11531,568,51563
11530,568,53611
11529,568,43967
11528,568,47436
11527,568,9412
11497,568,9381
11519,568,47872
11477,568,6026
11487,568,33328
11474,568,47696
11430,568,4339
11484,568,50555
11483,568,51455
11482,568,23191
11481,568,29943
11480,568,3390
11479,568,24272
11478,568,47610
11475,568,6613
11485,568,31623
11486,568,48745
11476,568,54249
11488,568,35410
11490,568,22359
11491,568,19657
11492,568,25325
11493,568,433
11494,568,35498
11495,568,9883
11489,568,10446
267139,25352,50212
267049,25352,33807
267055,25352,38474
267143,25352,18278
267142,25352,50114
267141,25352,19861
267054,25352,21349
267140,25352,31599
267052,25352,25430
267138,25352,33796
267050,25352,21135
267053,25352,33222
267137,25352,24183
267047,25352,41283
267136,25352,34846
267051,25352,29960
267048,25352,33437
267041,25352,30763
267046,25352,26826
267148,25352,4881
267160,25352,11609
267159,25352,41440
267158,25352,22331
267157,25352,47632
267156,25352,34674
267155,25352,18211
267154,25352,648
267153,25352,38139
267152,25352,37736
267151,25352,52424
267150,25352,50224
267149,25352,43685
267147,25352,38776
267045,25352,46153
267146,25352,46028
267145,25352,48254
267144,25352,16656
267036,25352,38370
267037,25352,21961
267038,25352,1006
267039,25352,33642
267040,25352,37828
267057,25352,47514
267042,25352,45669
267043,25352,44816
267044,25352,31687
267056,25352,26092
267173,25352,16897
267058,25352,44832
267116,25352,40500
267114,25352,18292
267107,25352,39979
267113,25352,16769
267112,25352,47592
267111,25352,23812
267110,25352,24234
267109,25352,20135
267108,25352,43359
267181,25352,52359
267180,25352,53682
267179,25352,40473
267178,25352,49154
267177,25352,26406
267176,25352,32050
267175,25352,50374
267133,25352,48981
267168,25352,34945
267169,25352,23018
267170,25352,49920
267171,25352,11519
267172,25352,53368
267115,25352,6837
267117,25352,12177
267059,25352,46921
267118,25352,21201
267187,25352,29822
267186,25352,45479
267185,25352,42077
267184,25352,41513
267183,25352,33144
267182,25352,41670
267174,25352,32083
267129,25352,35246
267130,25352,23251
267131,25352,42934
267132,25352,48279
267128,25352,20773
267127,25352,29503
267126,25352,37479
267125,25352,23824
267124,25352,42927
267123,25352,40483
267122,25352,41132
267121,25352,31673
267120,25352,53313
267119,25352,38115
267161,25352,23217
267200,25352,34163
267106,25352,36362
267063,25352,17610
267061,25352,24590
267060,25352,47282
267162,25352,20417
267163,25352,7156
267164,25352,34409
267165,25352,17869
267166,25352,21310
267167,25352,39900
267088,25352,32217
267089,25352,44191
267090,25352,43576
267091,25352,34579
267092,25352,40476
267093,25352,34990
267094,25352,49847
267135,25352,26373
267134,25352,19452
267105,25352,34171
267221,25352,18035
267220,25352,24319
267219,25352,53639
267062,25352,27178
267064,25352,22800
267217,25352,24085
267065,25352,16991
267087,25352,11326
267086,25352,36772
267085,25352,26528
267084,25352,48072
267082,25352,30519
267081,25352,31149
267080,25352,49255
267079,25352,18997
267078,25352,28186
267077,25352,38584
267076,25352,39184
267075,25352,52734
267074,25352,53259
267073,25352,25371
267072,25352,43319
267071,25352,18903
267070,25352,51786
267069,25352,20010
267068,25352,27352
267067,25352,36751
267066,25352,51472
267218,25352,22599
267222,25352,41011
267216,25352,42000
267191,25352,52926
267189,25352,40360
267188,25352,18108
267027,25352,53265
267215,25352,31061
267029,25352,30881
267030,25352,45907
267031,25352,38890
267032,25352,39410
267033,25352,18149
267034,25352,16883
267035,25352,18931
267095,25352,18234
267096,25352,50296
267097,25352,34559
267098,25352,16824
267099,25352,40888
267100,25352,15565
267101,25352,18557
267102,25352,36376
267103,25352,17568
267104,25352,27993
267190,25352,47451
267028,25352,53356
267192,25352,44967
267205,25352,47020
267214,25352,21784
267213,25352,47809
267212,25352,41474
267211,25352,1191
267193,25352,34552
267209,25352,47832
267208,25352,44570
267207,25352,40042
267206,25352,41823
267210,25352,29606
267204,25352,27662
267203,25352,42589
267194,25352,33600
267195,25352,34338
267196,25352,31917
267197,25352,11641
267083,25352,43333
267198,25352,43863
267199,25352,54553
267201,25352,28094
267202,25352,15123
270741,11612,18050
270742,11612,50096
270743,11612,49412
270744,11612,37015
270740,11612,42273
270746,11612,20365
270747,11612,27212
270748,11612,11288
270749,11612,27213
270750,11612,18639
270745,11612,48737
270786,11612,22432
270752,11612,31598
270774,11612,47420
270767,11612,37050
270768,11612,33970
270769,11612,52895
270770,11612,20497
270771,11612,48323
270772,11612,18252
270773,11612,8558
270775,11612,34447
270654,11612,38895
270776,11612,47620
270777,11612,35129
270778,11612,8780
270779,11612,31414
270780,11612,21171
270781,11612,29572
270782,11612,43656
270653,11612,47013
270655,11612,50857
270784,11612,32083
270665,11612,34945
270672,11612,43498
270671,11612,49544
270670,11612,30461
270669,11612,8704
270668,11612,4631
270667,11612,34078
270666,11612,41028
270664,11612,40180
270656,11612,34715
270663,11612,26623
270662,11612,41011
270661,11612,40642
270660,11612,27701
270659,11612,22859
270658,11612,26456
270657,11612,24970
270783,11612,42539
270785,11612,28073
270674,11612,45236
270796,11612,28515
270803,11612,21989
270802,11612,42784
270801,11612,41670
270800,11612,52122
270799,11612,45400
270798,11612,43543
270797,11612,26420
270795,11612,21330
270805,11612,51243
270794,11612,48387
270793,11612,33807
270792,11612,40571
270791,11612,21924
270790,11612,46513
270789,11612,34670
270788,11612,48785
270804,11612,47222
270806,11612,33820
270824,11612,39519
270816,11612,39296
270823,11612,32545
270822,11612,44005
270821,11612,27517
270820,11612,18893
270819,11612,41479
270818,11612,17743
270817,11612,18128
270815,11612,33391
270807,11612,50546
270814,11612,16851
270813,11612,37340
270812,11612,48592
270811,11612,49267
270810,11612,41881
270809,11612,24230
270808,11612,50181
270673,11612,18355
270675,11612,46153
270739,11612,45338
270725,11612,46671
270733,11612,16769
270732,11612,41373
270731,11612,43821
270730,11612,39979
270729,11612,52842
270728,11612,24824
270727,11612,43797
270724,11612,25806
270765,11612,50575
270723,11612,40888
270722,11612,53834
270721,11612,20199
270720,11612,53787
270719,11612,18419
270718,11612,50281
270717,11612,53486
270766,11612,49206
270764,11612,27080
270715,11612,44260
270755,11612,33428
270738,11612,16842
270737,11612,21671
270736,11612,34154
270735,11612,40500
270734,11612,28255
270753,11612,21486
270754,11612,36834
270756,11612,45004
270763,11612,8664
270757,11612,31831
270758,11612,31205
270787,11612,30617
270759,11612,31397
270760,11612,49777
270761,11612,32059
270762,11612,42956
270716,11612,21221
270714,11612,20135
270676,11612,24101
270685,11612,47514
270692,11612,18973
270691,11612,44402
270690,11612,23977
270689,11612,29435
270688,11612,52688
270687,11612,21204
270686,11612,41746
270684,11612,37398
270694,11612,23854
270683,11612,37729
270682,11612,38496
270681,11612,46167
270680,11612,39858
270679,11612,45853
270678,11612,32590
270677,11612,39330
270693,11612,18762
270695,11612,32709
270713,11612,30959
270705,11612,15383
270712,11612,40153
270711,11612,33927
270710,11612,32845
270709,11612,18930
270708,11612,17637
270707,11612,22554
270706,11612,21368
270704,11612,882
270696,11612,54188
270703,11612,43326
270702,11612,44798
270701,11612,54419
270700,11612,53429
270699,11612,52564
270698,11612,24813
270697,11612,32615
270726,11612,39406
270751,11612,40725
38990,2024,19304
38988,2024,8926
39010,2024,41617
39009,2024,19654
39008,2024,27212
39007,2024,44604
39006,2024,38156
39005,2024,17870
39004,2024,50546
39003,2024,15798
39002,2024,38347
39001,2024,46028
39000,2024,33534
38999,2024,8151
38998,2024,13273
38997,2024,10931
38996,2024,36600
38995,2024,30290
38994,2024,42060
38993,2024,47037
38992,2024,4555
38991,2024,21254
38938,2024,24101
39011,2024,29729
39012,2024,40725
39013,2024,31598
38936,2024,18744
38927,2024,8426
38928,2024,17332
38929,2024,16543
38930,2024,5874
38931,2024,30895
38932,2024,33207
38933,2024,51571
38934,2024,5113
38935,2024,7612
38937,2024,12012
39014,2024,51006
39023,2024,52892
39022,2024,45604
39021,2024,48071
39020,2024,42257
39019,2024,35067
39018,2024,39438
39017,2024,29957
39016,2024,37947
39015,2024,4270
38989,2024,27581
38987,2024,38354
38939,2024,39330
38986,2024,13135
38961,2024,8551
38960,2024,3520
38959,2024,3720
38958,2024,9929
38957,2024,37189
38956,2024,40659
38955,2024,7211
38954,2024,13710
38953,2024,39352
38952,2024,8669
38951,2024,21656
38950,2024,9487
38949,2024,6087
38948,2024,33449
38947,2024,15917
38946,2024,3474
38945,2024,6140
38944,2024,5116
38943,2024,48298
38942,2024,34745
38941,2024,18171
38962,2024,13935
38963,2024,24599
38964,2024,19022
38976,2024,41347
38985,2024,46226
38984,2024,19016
38983,2024,33362
38982,2024,6416
38981,2024,34162
38980,2024,11659
38979,2024,31993
38978,2024,31397
38977,2024,11658
38975,2024,37445
38965,2024,43326
38974,2024,39387
38973,2024,48088
38972,2024,36087
38971,2024,29467
38970,2024,51631
38969,2024,20615
38968,2024,13336
38967,2024,32204
38966,2024,11219
38926,2024,41732
38925,2024,34945
38924,2024,26465
39032,2024,37135
39038,2024,48329
39037,2024,5022
39036,2024,34698
39035,2024,27244
39034,2024,53832
39033,2024,45609
39031,2024,51249
39040,2024,44843
39030,2024,35973
39029,2024,5404
39028,2024,3412
39027,2024,7527
38923,2024,4090
39025,2024,45148
39039,2024,18489
39041,2024,5872
39075,2024,15313
39050,2024,53291
39056,2024,45085
39055,2024,25803
39054,2024,47393
39053,2024,15093
39052,2024,36553
39051,2024,14247
39049,2024,14453
39042,2024,45172
39048,2024,37183
39047,2024,26623
39046,2024,6710
39045,2024,7118
39044,2024,14645
39043,2024,14445
39024,2024,4495
39026,2024,32494
39074,2024,43217
39063,2024,34834
38911,2024,16284
38912,2024,17558
39062,2024,39288
39061,2024,8565
39060,2024,14723
39058,2024,24495
39057,2024,433
38913,2024,42359
38914,2024,2037
38915,2024,23824
38916,2024,35390
38917,2024,25618
38918,2024,44289
38919,2024,38603
38920,2024,45680
38921,2024,3283
38922,2024,4870
38910,2024,9397
39059,2024,13492
38940,2024,46759
39072,2024,54101
39064,2024,9434
39065,2024,20730
39066,2024,53169
39067,2024,15308
39068,2024,34078
39069,2024,37061
39070,2024,39296
39073,2024,9003
39071,2024,856
143856,8087,50374
143857,8087,16873
143858,8087,44570
143859,8087,21764
143860,8087,1191
143863,8087,30427
143861,8087,31060
143862,8087,27993
143721,8087,9054
143864,8087,54101
143865,8087,44005
143866,8087,24323
143733,8087,10844
143719,8087,23080
143722,8087,26471
143723,8087,17967
143724,8087,49768
143725,8087,50231
143726,8087,33435
143718,8087,43713
143728,8087,15313
143732,8087,5395
143731,8087,10945
143730,8087,32585
143729,8087,14313
143720,8087,32149
143717,8087,21798
143727,8087,46153
143745,8087,42636
143769,8087,30536
143833,8087,52909
143831,8087,34882
143830,8087,42760
143829,8087,12847
143828,8087,43863
143827,8087,31851
143826,8087,29647
143825,8087,14221
143824,8087,52196
143823,8087,23217
143822,8087,31615
143821,8087,5932
143820,8087,34676
143819,8087,28702
143818,8087,50579
143817,8087,46727
143816,8087,24811
143815,8087,25333
143814,8087,29739
143813,8087,39772
143832,8087,18670
143834,8087,34663
143811,8087,54140
143835,8087,12359
143778,8087,33835
143779,8087,20542
143780,8087,14805
143781,8087,40695
143782,8087,38139
143783,8087,25294
143784,8087,49644
143847,8087,45415
143846,8087,11106
143845,8087,40338
143844,8087,49187
143843,8087,38836
143842,8087,8183
143841,8087,34169
143840,8087,34248
143839,8087,18204
143838,8087,44074
143837,8087,42981
143836,8087,52089
143812,8087,22367
143810,8087,20891
143716,8087,33199
143773,8087,34163
143771,8087,15770
143848,8087,39603
143849,8087,28947
143850,8087,32083
143851,8087,40986
143770,8087,34586
143852,8087,7156
143853,8087,48802
143854,8087,30956
143855,8087,21135
143707,8087,45674
143708,8087,49098
143776,8087,38218
143710,8087,20356
143711,8087,25838
143712,8087,30886
143713,8087,46562
143714,8087,18931
143715,8087,31316
143772,8087,12500
143706,8087,9338
143809,8087,29318
143705,8087,26866
143808,8087,48153
143807,8087,28245
143806,8087,49980
143805,8087,51936
143804,8087,9800
143785,8087,38020
143786,8087,19031
143787,8087,15798
143788,8087,41823
143789,8087,15983
143790,8087,47696
143791,8087,41890
143803,8087,14616
143802,8087,34196
143801,8087,12117
143800,8087,29948
143775,8087,32617
143774,8087,25227
143704,8087,38895
143867,8087,27683
143709,8087,32351
143768,8087,23788
143796,8087,14952
143794,8087,33537
143793,8087,51108
143792,8087,43811
143767,8087,52826
143762,8087,9487
143761,8087,15758
143760,8087,37641
143759,8087,41092
143758,8087,37426
143757,8087,32821
143756,8087,15571
143755,8087,22914
143754,8087,33695
143753,8087,34889
143752,8087,25557
143751,8087,36336
143750,8087,26918
143749,8087,8673
143748,8087,36750
143747,8087,24183
143746,8087,35628
143795,8087,25307
143777,8087,30131
143797,8087,27212
143734,8087,12020
143763,8087,38751
143764,8087,28413
143765,8087,42675
143766,8087,48015
143744,8087,38286
143743,8087,30082
143742,8087,32231
143741,8087,21600
143740,8087,37886
143739,8087,15557
143738,8087,17394
143737,8087,48867
143736,8087,28589
143735,8087,18742
143798,8087,14613
143799,8087,37112
94337,49862,19055
94236,49862,5698
174262,9968,27533
174263,9968,22704
174264,9968,39565
94233,49862,7166
94234,49862,43136
94235,49862,14572
94237,49862,9457
94246,49862,958
94238,49862,32057
94239,49862,44320
94240,49862,18592
94241,49862,5477
94242,49862,41011
94243,49862,47256
94244,49862,45012
174261,9968,12690
174260,9968,47632
174259,9968,10565
174258,9968,34823
94370,49862,7769
94371,49862,53393
94372,49862,42123
94373,49862,27471
94374,49862,6418
94375,49862,53162
94376,49862,11347
94229,49862,41484
94230,49862,27885
94231,49862,19530
94232,49862,39725
94377,49862,30036
94378,49862,41909
94379,49862,43347
94380,49862,34694
94245,49862,30892
94247,49862,32455
94368,49862,36517
174269,9968,33032
174271,9968,35813
174272,9968,50701
174273,9968,11424
174274,9968,24663
174275,9968,22076
174276,9968,10562
174277,9968,32821
174278,9968,37655
174279,9968,37656
174280,9968,43328
174281,9968,36772
174282,9968,25473
174283,9968,20423
174284,9968,33144
174285,9968,12801
174270,9968,16128
174268,9968,27133
94248,49862,28981
174267,9968,8151
94249,49862,54374
94250,49862,30940
94251,49862,19937
94252,49862,16092
94253,49862,38465
94254,49862,48519
94255,49862,49548
94256,49862,7396
94257,49862,25855
94258,49862,45211
94259,49862,51989
94260,49862,24420
94261,49862,21510
174265,9968,50013
174266,9968,23112
94369,49862,44549
94367,49862,47952
94338,49862,53343
94327,49862,26371
94321,49862,33644
94325,49862,32883
94324,49862,40912
94323,49862,37096
94292,49862,30107
94347,49862,30822
94348,49862,48255
94349,49862,51452
94350,49862,20504
94351,49862,5418
94352,49862,34657
94353,49862,39258
94354,49862,16236
94355,49862,52909
94356,49862,11733
94326,49862,9704
94328,49862,35070
94358,49862,8792
94329,49862,35444
94339,49862,32489
94340,49862,36202
94341,49862,9802
94336,49862,27223
94335,49862,8146
94334,49862,5838
94333,49862,27280
94342,49862,26103
94343,49862,23634
94344,49862,32542
94345,49862,26806
94346,49862,6688
94332,49862,28032
94331,49862,7104
94330,49862,26138
94357,49862,37761
94359,49862,31632
94366,49862,35117
174243,9968,41720
174245,9968,41028
174246,9968,32574
174247,9968,32776
174248,9968,21171
174249,9968,13435
174250,9968,14275
174251,9968,15043
94262,49862,41236
174253,9968,51115
174254,9968,19360
174255,9968,21156
174256,9968,50663
174257,9968,15917
94364,49862,24654
94365,49862,34215
174244,9968,18540
174242,9968,39745
94360,49862,48782
174241,9968,51108
94361,49862,10035
94362,49862,48250
94363,49862,35088
174229,9968,15575
174230,9968,21394
174231,9968,10529
174232,9968,48608
174233,9968,15121
174234,9968,39134
174235,9968,44123
174236,9968,19814
174237,9968,18147
174238,9968,25837
174239,9968,44620
174240,9968,41011
174252,9968,11219
94264,49862,7402
94263,49862,24568
94270,49862,36972
94272,49862,22263
94273,49862,27178
94274,49862,21258
94275,49862,17607
94276,49862,50472
94277,49862,16778
94278,49862,29144
94279,49862,27344
94280,49862,27622
94281,49862,13423
94282,49862,20600
94283,49862,45730
94284,49862,53722
94285,49862,33255
174383,9968,54101
174384,9968,33907
174385,9968,21350
94271,49862,37428
94269,49862,23771
174387,9968,11572
94268,49862,49081
174368,9968,36877
174369,9968,13018
174370,9968,10713
174371,9968,45872
174372,9968,39287
174373,9968,11972
174374,9968,40516
174375,9968,14408
174376,9968,32122
174377,9968,46034
174378,9968,15092
174379,9968,17121
174380,9968,41693
174381,9968,11760
174382,9968,50158
94266,49862,7833
94267,49862,38484
174386,9968,48826
174388,9968,28538
174366,9968,12803
94306,49862,50636
94304,49862,49899
94303,49862,49327
94302,49862,53519
94301,49862,41800
94383,49862,15309
94384,49862,24426
94385,49862,14556
94386,49862,36900
94387,49862,8827
94388,49862,25172
94300,49862,38983
94299,49862,22379
94298,49862,36784
94297,49862,10176
94296,49862,13362
94294,49862,7038
94295,49862,11238
94305,49862,9966
94307,49862,32005
94286,49862,13424
94308,49862,47807
94287,49862,7665
94288,49862,31488
94289,49862,22750
94290,49862,20426
94291,49862,15943
94320,49862,47823
94319,49862,33499
94318,49862,39417
94317,49862,31800
94316,49862,49770
94315,49862,20690
94314,49862,9545
94313,49862,28660
94312,49862,52847
94311,49862,32013
94310,49862,11468
94309,49862,48316
174367,9968,11344
