,node_1,node_2
83297,17205,20035
83296,17205,17901
83295,17205,23934
83294,17205,27105
83293,17205,9921
83292,17205,27464
83291,17205,18751
83290,17205,24673
83289,17205,30949
83288,17205,31127
83287,17205,28448
83286,17205,21278
83285,17205,26767
83261,17205,21723
83262,17205,40051
83259,17205,20786
83254,17205,25732
83249,17205,24158
83251,17205,36357
83252,17205,33296
83253,17205,40834
83250,17205,39827
83256,17205,27980
83257,17205,17627
83258,17205,20735
83255,17205,24560
61169,11621,40985
61178,11621,28003
61158,11621,13535
61159,11621,37464
61160,11621,41010
61161,11621,30273
61162,11621,32336
61173,11621,14122
61174,11621,20223
61175,11621,14000
61176,11621,27544
61177,11621,13780
61181,11621,12744
61179,11621,40231
61180,11621,36003
61182,11621,39448
61172,11621,11922
61183,11621,28427
61163,11621,15522
61164,11621,25443
61165,11621,13664
61166,11621,17023
61167,11621,28526
61168,11621,32743
61157,11621,33514
61136,11621,31075
61171,11621,18964
61170,11621,36560
61184,11621,30674
61149,11621,11863
61148,11621,37574
61150,11621,37252
61151,11621,11909
61147,11621,22272
61146,11621,36553
61145,11621,36381
61152,11621,29025
61153,11621,22830
61144,11621,32143
61154,11621,28874
61155,11621,27913
61156,11621,26570
61143,11621,36356
61142,11621,33087
61141,11621,14242
61140,11621,41000
61139,11621,30059
61135,11621,35454
61137,11621,13929
61138,11621,31783
61185,11621,30248
16525,2775,20889
16527,2775,31230
16524,2775,21342
16501,2775,30481
16500,2775,9820
16499,2775,22227
16498,2775,11989
16496,2775,13476
16494,2775,9379
16495,2775,32140
16493,2775,18314
16492,2775,29942
16491,2775,11376
16490,2775,13601
16489,2775,12185
16488,2775,17198
16487,2775,39034
16523,2775,3900
16486,2775,40647
16485,2775,38441
16484,2775,31028
16483,2775,7152
16528,2775,6426
16526,2775,15996
16497,2775,19396
16502,2775,26262
16512,2775,31719
16522,2775,27688
16521,2775,24327
16520,2775,26300
16519,2775,23314
16518,2775,7509
16517,2775,34623
16503,2775,11035
16515,2775,12944
16514,2775,5151
16513,2775,29836
16516,2775,33088
16511,2775,40870
16509,2775,32692
16508,2775,7999
16507,2775,34871
16506,2775,31056
16505,2775,30356
16510,2775,25836
16504,2775,5828
27045,4701,12167
27049,4701,30465
27048,4701,8572
27047,4701,36398
27046,4701,10897
27042,4701,5951
27044,4701,17356
27043,4701,23222
27041,4701,39801
27051,4701,30017
27040,4701,24589
27050,4701,20252
67603,13065,37910
27052,4701,34873
67604,13065,19569
27062,4701,27975
27061,4701,10011
27060,4701,32649
27059,4701,35112
27058,4701,13173
67610,13065,28289
67609,13065,19919
67608,13065,10214
67607,13065,20096
67606,13065,33225
67605,13065,14080
27038,4701,19480
27053,4701,7967
67602,13065,38967
67601,13065,14475
67600,13065,29324
67599,13065,19883
67598,13065,14315
67597,13065,39078
67596,13065,37348
27057,4701,25005
27056,4701,34830
27055,4701,7721
27054,4701,36510
27039,4701,20315
27034,4701,32430
27037,4701,39417
27036,4701,38663
67582,13065,40134
67581,13065,36890
67580,13065,32013
67579,13065,23847
67578,13065,24717
67577,13065,15388
67576,13065,21100
67575,13065,17506
67574,13065,27414
67573,13065,13280
67572,13065,31562
67571,13065,21492
67570,13065,16198
67569,13065,16415
67568,13065,41194
67567,13065,31518
67566,13065,19517
27026,4701,27659
27025,4701,16743
27024,4701,7426
27023,4701,24023
27022,4701,11702
27021,4701,31735
67583,13065,20992
67584,13065,28151
67585,13065,30741
67586,13065,13416
27035,4701,8860
67595,13065,19528
67594,13065,21306
67593,13065,33210
67592,13065,26670
67591,13065,28678
67590,13065,31945
27065,4701,29089
67589,13065,41210
67588,13065,36244
27064,4701,28003
27033,4701,33286
27032,4701,34265
27031,4701,28733
27030,4701,5983
27029,4701,30905
27028,4701,39333
27027,4701,26170
67587,13065,38002
27063,4701,7510
61448,36950,19208
61451,36950,27977
61450,36950,21278
61453,36950,26578
61452,36950,26201
61454,36950,33180
61455,36950,26462
61456,36950,30423
61457,36950,38334
61449,36950,37107
61417,36950,17634
61447,36950,6382
11377,1906,13733
11385,1906,22453
11384,1906,30189
11383,1906,19334
11382,1906,23733
11381,1906,34364
11380,1906,18285
11378,1906,5576
11376,1906,25478
11387,1906,13253
11375,1906,1610
11374,1906,7490
11373,1906,15690
11372,1906,36427
11371,1906,11466
11370,1906,3173
11369,1906,35468
11386,1906,38016
11388,1906,23521
11367,1906,19503
11398,1906,26056
61446,36950,36515
61414,36950,13223
61415,36950,11689
61416,36950,30254
61418,36950,33357
61419,36950,40322
11399,1906,39211
11397,1906,5721
11389,1906,28141
11396,1906,24147
11395,1906,30987
11394,1906,15537
11393,1906,41767
11392,1906,37767
11391,1906,41111
11390,1906,37667
11368,1906,6159
11379,1906,3963
11366,1906,27894
11359,1906,36046
11364,1906,3466
11363,1906,32223
11362,1906,15347
11361,1906,39719
61439,36950,35156
61440,36950,19093
11360,1906,7804
11358,1906,6113
61437,36950,13049
11365,1906,8739
11356,1906,27795
61441,36950,23994
61442,36950,38101
61443,36950,15867
61444,36950,34838
61445,36950,21524
61438,36950,28743
11357,1906,2320
61436,36950,25562
61427,36950,33198
61420,36950,21288
61421,36950,11898
61422,36950,24812
61435,36950,13535
61424,36950,17511
61425,36950,30261
61426,36950,38344
61423,36950,13019
61428,36950,26305
61434,36950,36867
61433,36950,39596
61432,36950,23272
61431,36950,40060
61430,36950,32998
61429,36950,15302
38450,9411,22090
38449,9411,37287
38456,9411,28533
38448,9411,24815
38447,9411,20438
38446,9411,26744
38445,9411,12816
38451,9411,15054
38452,9411,39916
38453,9411,23201
38454,9411,20263
38455,9411,29215
38459,9411,17631
38457,9411,21278
38458,9411,10401
38443,9411,41297
38460,9411,35670
38461,9411,12303
38462,9411,28845
38463,9411,18530
38464,9411,15499
38465,9411,27569
38466,9411,23233
38467,9411,11288
38468,9411,35762
38444,9411,19757
38442,9411,21249
38435,9411,39492
38427,9411,9485
38434,9411,17799
38433,9411,9790
38432,9411,24931
38431,9411,11098
38430,9411,27186
38429,9411,15420
38428,9411,17471
38426,9411,24158
38441,9411,23330
38436,9411,9240
38437,9411,29906
38438,9411,31654
38439,9411,19634
38440,9411,20709
499,74,5149
498,74,505
494,74,25110
500,74,36870
501,74,6894
497,74,29391
496,74,38697
495,74,26222
69085,37224,22417
493,74,37046
492,74,8487
491,74,41054
503,74,2922
490,74,37308
489,74,39587
488,74,21603
487,74,27185
502,74,15785
511,74,31947
504,74,33598
514,74,28669
69083,37224,32891
69082,37224,35678
69081,37224,39857
69080,37224,24691
69079,37224,24796
516,74,33599
515,74,33603
513,74,26189
505,74,2614
512,74,26848
485,74,17347
510,74,12011
509,74,2769
508,74,4375
507,74,18885
506,74,8015
486,74,21967
481,74,22436
484,74,3561
69100,37224,22034
69091,37224,22755
69092,37224,35517
69093,37224,40334
69094,37224,21562
69095,37224,30184
69096,37224,27767
69097,37224,15643
69098,37224,22317
69099,37224,30267
69101,37224,29566
483,74,4726
69102,37224,32694
69103,37224,26009
69104,37224,33288
69105,37224,18162
69106,37224,32286
69107,37224,23141
69108,37224,38891
69109,37224,35660
69110,37224,36900
69090,37224,17275
69089,37224,13446
69088,37224,35298
69087,37224,19024
482,74,38728
480,74,7428
479,74,24155
478,74,8065
477,74,37827
476,74,37860
475,74,14561
69120,37224,25909
69119,37224,11377
69118,37224,15135
69117,37224,20644
69116,37224,32261
69115,37224,19554
69114,37224,25046
69113,37224,25530
69112,37224,29929
69111,37224,31298
69086,37224,39471
69084,37224,26725
59985,15227,18247
59969,15227,14786
59984,15227,41458
59964,15227,41497
59962,15227,14105
59961,15227,38292
59960,15227,33837
59959,15227,33290
59958,15227,14531
59957,15227,19127
59955,15227,18275
59954,15227,14367
59953,15227,28340
59952,15227,32136
59951,15227,34986
59950,15227,28932
59949,15227,24570
59948,15227,22170
59947,15227,37826
59963,15227,35340
59965,15227,17189
59983,15227,26242
59966,15227,22197
59982,15227,31729
59981,15227,39450
59980,15227,26111
59979,15227,41509
59978,15227,40068
59977,15227,39186
59976,15227,20336
59975,15227,39346
59974,15227,15740
59973,15227,39974
59972,15227,21773
59971,15227,26224
59970,15227,32544
59968,15227,13450
59967,15227,40416
59956,15227,15312
59986,15227,38909
59987,15227,34036
4316,684,33762
4308,684,7517
4309,684,14700
4310,684,1536
4311,684,24519
4312,684,13166
4313,684,32129
4314,684,26009
4315,684,3901
4317,684,40448
4306,684,39173
4318,684,18548
4319,684,11969
4320,684,3376
4321,684,40879
4322,684,27304
4323,684,35619
4324,684,33098
4285,684,7152
4307,684,37207
4325,684,31420
4305,684,27070
4295,684,18613
4286,684,8253
4287,684,28194
4288,684,24501
4289,684,26776
4290,684,4593
4292,684,20047
4293,684,1991
4294,684,11038
4291,684,14306
4296,684,35298
4301,684,8194
4297,684,34914
4303,684,7284
4302,684,24398
4304,684,18061
4300,684,22347
4299,684,18619
4298,684,35424
26036,4538,2873
26044,4538,34800
26043,4538,40204
26042,4538,29152
26041,4538,18700
26039,4538,17057
26038,4538,6243
26037,4538,40696
26045,4538,37574
61632,11709,36937
26035,4538,40890
26034,4538,8971
26033,4538,35762
26032,4538,6310
26031,4538,14050
26030,4538,37730
26029,4538,20575
26028,4538,32178
26047,4538,40246
26046,4538,31979
26057,4538,26190
26048,4538,38993
26049,4538,36333
26067,4538,27569
26066,4538,12014
26065,4538,41651
26064,4538,41297
26063,4538,17631
26062,4538,20776
26061,4538,20762
26060,4538,33678
26059,4538,12337
26058,4538,10301
26056,4538,24519
26055,4538,6498
26054,4538,39508
26053,4538,5190
26052,4538,10005
26051,4538,9374
26050,4538,32290
61631,11709,12944
26040,4538,13648
61637,11709,31334
61647,11709,33688
61645,11709,14546
61644,11709,32751
61643,11709,27127
61642,11709,24328
61641,11709,39701
61629,11709,25110
61615,11709,29178
61614,11709,13675
61613,11709,13956
61623,11709,39374
61624,11709,15793
61625,11709,26405
61627,11709,28463
61628,11709,29486
61612,11709,18137
61611,11709,17684
61649,11709,26277
61648,11709,41157
61610,11709,3189
61634,11709,41314
61635,11709,19237
61636,11709,34195
61640,11709,13054
61639,11709,14276
61638,11709,36754
61646,11709,17501
61626,11709,15957
61630,11709,40868
61620,11709,35513
61618,11709,26477
61633,11709,17394
61619,11709,26305
61621,11709,21435
61616,11709,16622
61617,11709,39587
61622,11709,23718
6628,27637,11118
6624,27637,17374
6633,27637,37754
6620,27637,12825
6632,27637,11091
6621,27637,9068
6622,27637,16399
6623,27637,2152
6629,27637,21177
6627,27637,39065
6630,27637,29174
6625,27637,22971
6626,27637,28263
6619,27637,34833
43739,7821,9094
43740,7821,34408
6631,27637,21281
6616,27637,13421
6618,27637,18718
6607,27637,36634
43735,7821,21510
43738,7821,37122
6601,27637,9512
6602,27637,6241
6603,27637,10122
6604,27637,33182
6605,27637,10853
6606,27637,28865
6608,27637,38452
6617,27637,22245
6609,27637,11827
6610,27637,26703
6611,27637,15975
6612,27637,39946
6613,27637,40253
6614,27637,24992
6615,27637,27863
43741,7821,9515
6634,27637,39991
43742,7821,21521
43736,7821,29100
43757,7821,27523
43764,7821,15996
43753,7821,31156
43730,7821,31821
43729,7821,39757
43754,7821,22416
43755,7821,39810
43756,7821,31265
43758,7821,23531
43743,7821,16154
43759,7821,15690
6600,27637,10805
6599,27637,22675
6598,27637,7271
6597,27637,41011
43763,7821,37778
43760,7821,19106
43752,7821,36199
43737,7821,22588
43749,7821,33893
43746,7821,30786
43733,7821,17761
43761,7821,28980
43732,7821,31263
43745,7821,35649
43731,7821,11612
43747,7821,34871
43748,7821,8903
43734,7821,40966
43750,7821,7875
43751,7821,17982
43762,7821,35357
43766,7821,28071
43765,7821,27363
43744,7821,26367
24003,4152,8680
24019,4152,27406
24000,4152,18536
23998,4152,33964
24024,4152,21960
24001,4152,38970
24023,4152,18735
23999,4152,8861
24002,4152,38400
24004,4152,19157
24005,4152,12930
23994,4152,25870
24009,4152,37145
24010,4152,36871
23988,4152,31825
23989,4152,7521
23990,4152,28633
23991,4152,39948
23992,4152,20620
23993,4152,17339
24011,4152,8860
24013,4152,22022
23995,4152,14530
24007,4152,26250
23996,4152,30168
23997,4152,34655
24014,4152,19770
24015,4152,35610
24016,4152,20040
24017,4152,5841
24018,4152,37821
24022,4152,25620
24021,4152,35876
24020,4152,41318
24008,4152,26680
24012,4152,32556
24006,4152,13217
38084,6777,16154
38075,6777,13441
55059,41519,10592
55078,41519,15579
55079,41519,40946
38091,6777,29922
38090,6777,33850
38089,6777,12872
55060,41519,34088
55058,41519,15836
55061,41519,791
55062,41519,29179
55063,41519,12563
55064,41519,10455
55065,41519,35766
55066,41519,34095
55077,41519,24501
55057,41519,32536
55089,41519,34471
55056,41519,13461
38103,6777,7439
38076,6777,22047
55076,41519,33550
38077,6777,34990
38092,6777,19411
38093,6777,35015
38104,6777,26318
38105,6777,19388
38106,6777,39443
38107,6777,22085
38094,6777,33088
38095,6777,28658
38108,6777,9220
55090,41519,22518
55088,41519,11626
55081,41519,31994
38081,6777,32901
38078,6777,13476
38079,6777,9838
38085,6777,9329
55072,41519,22249
55073,41519,28051
38080,6777,7708
38082,6777,24116
38101,6777,20930
38083,6777,35424
55085,41519,28168
55084,41519,28705
55083,41519,36857
55082,41519,32167
38102,6777,29407
55080,41519,35702
38100,6777,18810
55087,41519,18731
38088,6777,37778
55067,41519,15648
38074,6777,34394
55068,41519,40164
55069,41519,41540
55070,41519,33290
55071,41519,29390
38087,6777,40675
38099,6777,40143
38086,6777,4356
38096,6777,41693
38097,6777,27170
55055,41519,18931
38098,6777,13089
55086,41519,35633
38109,6777,15996
55074,41519,20401
5416,865,36794
5418,865,37181
5415,865,37357
5414,865,36502
5388,865,16615
5389,865,21896
5390,865,40079
5391,865,6902
5392,865,41194
5413,865,17328
5412,865,32585
5411,865,23455
5410,865,15572
5409,865,32069
5408,865,32547
5407,865,12296
5393,865,31265
5406,865,18053
5405,865,11545
5404,865,27911
5403,865,3889
5402,865,24538
5401,865,22177
5394,865,32670
5395,865,31870
5396,865,18050
5400,865,39992
5399,865,32048
5398,865,24673
5417,865,19010
5397,865,29017
55075,41519,34881
5421,865,5410
5422,865,7635
5419,865,14983
5387,865,28154
5420,865,17383
2803,447,36559
2804,447,884
2805,447,20831
2806,447,28473
2802,447,33624
2807,447,12535
2808,447,2338
21385,3661,27801
2809,447,19409
2810,447,10252
2811,447,1064
21384,3661,17799
21383,3661,7503
15203,13748,16013
2812,447,4837
46894,8478,37861
2813,447,28058
2814,447,29450
2815,447,22033
15201,13748,28820
15202,13748,15589
15207,13748,11676
15206,13748,39922
15205,13748,31114
15204,13748,28979
46893,8478,29078
46897,8478,36211
46896,8478,36911
15208,13748,37586
46895,8478,34830
46898,8478,34009
15210,13748,4944
15209,13748,11516
2816,447,34075
15216,13748,6041
15217,13748,21382
15218,13748,1711
2825,447,25989
15219,13748,9376
15220,13748,3191
46886,8478,14738
15221,13748,40659
15222,13748,32352
15223,13748,12836
46885,8478,36950
46884,8478,9725
46883,8478,12362
46882,8478,36867
46881,8478,39090
46880,8478,35104
46879,8478,40740
15215,13748,20039
15214,13748,10857
46887,8478,20257
46892,8478,35271
2817,447,41511
15189,13748,6114
15211,13748,30410
15212,13748,38979
15213,13748,25659
2818,447,16730
2819,447,37104
46891,8478,9107
46888,8478,31065
2820,447,24567
2821,447,2616
46890,8478,39433
2822,447,26639
2823,447,20842
2824,447,15090
46889,8478,37919
21382,3661,4543
46871,8478,13275
15190,13748,4458
46869,8478,21288
21406,3661,39984
21405,3661,12141
21404,3661,27330
15198,13748,23508
15199,13748,35031
46873,8478,22861
46870,8478,19780
46868,8478,30254
15191,13748,29091
21403,3661,8310
21402,3661,12049
46867,8478,30513
2791,447,821
2792,447,41123
2793,447,19962
15200,13748,4133
15197,13748,38369
15196,13748,1484
15195,13748,26129
15194,13748,30167
46872,8478,12920
46900,8478,39940
21413,3661,35762
21412,3661,25496
21411,3661,41589
46901,8478,24610
21410,3661,26142
21409,3661,41188
21408,3661,8506
21386,3661,7114
21387,3661,22353
21388,3661,20610
21389,3661,9451
21407,3661,32847
15193,13748,18002
21401,3661,39972
21400,3661,24597
21399,3661,22838
21397,3661,39595
21381,3661,5005
21380,3661,7418
21379,3661,16453
21396,3661,39293
46899,8478,37751
21395,3661,12078
21394,3661,37920
46874,8478,33025
21393,3661,30195
21392,3661,18536
21391,3661,15537
21390,3661,40825
2801,447,14411
2800,447,22316
2799,447,25944
2798,447,40132
2797,447,7529
2796,447,10772
15192,13748,11978
2795,447,27801
2794,447,10710
46878,8478,23298
46877,8478,17968
46876,8478,18705
46875,8478,40660
21398,3661,22453
54723,10226,33475
47766,8671,34451
47764,8671,11108
47772,8671,17205
54724,10226,24144
54725,10226,35793
54726,10226,18510
54727,10226,38480
54722,10226,37945
47765,8671,30440
47773,8671,18684
54721,10226,29840
31982,5618,15024
47784,8671,23962
47785,8671,29906
47786,8671,14254
31976,5618,24582
47763,8671,18950
31978,5618,21220
31979,5618,34188
31980,5618,12201
31981,5618,35004
31975,5618,28085
31985,5618,10890
31974,5618,16097
31973,5618,8895
31972,5618,5857
31971,5618,7646
31970,5618,37832
31969,5618,38995
31968,5618,21211
31967,5618,24888
31983,5618,26142
47783,8671,30326
47782,8671,10289
47781,8671,13820
47780,8671,15043
47774,8671,11453
47775,8671,40109
47776,8671,18764
47777,8671,23663
47760,8671,40614
47771,8671,14162
47759,8671,31225
47758,8671,13212
47757,8671,17541
47756,8671,36574
47755,8671,4371
47770,8671,16039
47769,8671,18837
47754,8671,14520
47753,8671,35454
47768,8671,11011
47767,8671,40216
47778,8671,32964
47779,8671,21278
31984,5618,10746
31977,5618,20588
31986,5618,40218
54698,10226,23713
54706,10226,12690
54717,10226,38018
54716,10226,17412
54715,10226,26059
54714,10226,28165
54713,10226,32307
54712,10226,1717
54711,10226,24033
31987,5618,33419
54710,10226,24636
54720,10226,36911
54709,10226,29989
54708,10226,12445
54699,10226,26557
54700,10226,14765
54701,10226,41336
54702,10226,27004
54707,10226,37289
54703,10226,32102
54704,10226,32578
54719,10226,19005
54718,10226,20280
47761,8671,18983
47762,8671,27464
31988,5618,27393
31989,5618,26328
31990,5618,26284
54694,10226,32977
54695,10226,25465
31991,5618,5921
31992,5618,27597
31993,5618,18169
31994,5618,20484
31995,5618,5328
31996,5618,22158
31997,5618,9346
31998,5618,40948
54705,10226,37692
31999,5618,28448
32000,5618,32661
54696,10226,18598
54697,10226,17574
28475,4956,8668
32722,5775,26405
32721,5775,39374
32720,5775,17394
32719,5775,21435
32718,5775,13675
28476,4956,7191
28477,4956,5104
32717,5775,3189
32723,5775,15957
32727,5775,11957
28473,4956,12979
32738,5775,17072
32749,5775,41157
32748,5775,35743
32747,5775,14327
32746,5775,38711
32745,5775,5842
32744,5775,18264
32743,5775,16777
32742,5775,13054
32741,5775,27127
32740,5775,6299
32739,5775,19876
32737,5775,17292
32724,5775,36937
32736,5775,37253
32735,5775,15480
32734,5775,13371
32733,5775,34195
32732,5775,35075
32731,5775,17166
32730,5775,20754
32729,5775,21843
32728,5775,19524
32726,5775,40868
32725,5775,7699
28474,4956,28532
28472,4956,32167
75921,15164,39667
75941,15164,36131
75939,15164,31631
75938,15164,16285
75937,15164,30975
75936,15164,33379
75935,15164,20274
75934,15164,19879
75933,15164,17198
75932,15164,21142
75931,15164,32998
75930,15164,35264
75929,15164,15567
75928,15164,25400
75927,15164,21972
75926,15164,24268
75925,15164,29380
75924,15164,19620
75923,15164,4023
75922,15164,18276
28463,4956,41142
75920,15164,17891
75919,15164,38564
75918,15164,34583
75917,15164,21721
75940,15164,16774
75942,15164,26427
75915,15164,38527
75943,15164,35629
28465,4956,41200
28466,4956,35156
28467,4956,40734
28468,4956,32377
28469,4956,6265
28470,4956,15907
28471,4956,31455
28462,4956,28827
28461,4956,9417
28460,4956,26965
28445,4956,177
28446,4956,17289
28447,4956,10781
28448,4956,30041
28449,4956,32817
28450,4956,6478
28451,4956,27004
28452,4956,1428
28453,4956,24581
75947,15164,36128
75946,15164,39337
75945,15164,32804
75944,15164,19054
75916,15164,27981
28464,4956,39136
28456,4956,11859
28455,4956,5808
28454,4956,12099
28457,4956,30566
28459,4956,25157
28458,4956,11601
8540,40878,17008
8545,40878,31927
8551,40878,32831
8550,40878,3977
8549,40878,14905
8548,40878,14264
8547,40878,2949
8546,40878,12850
8541,40878,3733
8544,40878,18492
8542,40878,14569
8553,40878,31286
8539,40878,35256
8538,40878,29625
8537,40878,13145
8552,40878,25160
8543,40878,12806
8554,40878,5790
8562,40878,22212
8555,40878,17942
8567,40878,18479
8566,40878,12588
8565,40878,22974
8564,40878,34697
8563,40878,39936
8568,40878,24703
8561,40878,33981
8560,40878,41055
8559,40878,21611
8558,40878,16291
8557,40878,15700
8556,40878,14029
52421,9697,37171
23944,4144,18086
23943,4144,12050
23942,4144,29879
23941,4144,12208
23940,4144,23893
52430,9697,22764
52418,9697,13291
52420,9697,31077
52419,9697,12400
22508,3886,37798
22512,3886,36715
